1540,1514,1492,1470,1452,1433,1416,1398,1384,1365,1349,1339,1330,1318,1305,1295,1284,1274,1261,1253,1242,1234,1226,1221,1214,1211,1204,1199,1190,1182,1173,1168,1162,1157,1157,1154,1151,1148,1142,1132,1131,1127,1121,1117,1116,1110,1106,1106,1104,1102,1099,1100,1093,1092,1093,1094,1094,1093,1086,1084,1081,1081,1076,1069,1066,1064,1062,1058,1055,1050,1050,1050,1048,1051,1049,1049,1044,1043,1040,1037,1037,1036,1032,1031,1033,1031,1025,1022,1018,1015,1014,1013,1009,1008,1008,1008,1010,1009,1006,1002,1001,1001,1003,1003,1002,1004,1004,1003,1002,1000,996,994,987,984,982,982,982,981,981,979,976,973,969,969,967,971,968,968,969,970,971,964,961,962,964,963,963,964,963,964,957,955,957,961,959,960,957,956,953,949,947,944,938,937,938,938,941,942,942,939,942,940,943,941,943,941,942,940,936,930,932,931,926,925,924,923,924,917,914,914,908,906,904,903,901,901,901,902,908,907,905,905,901,901,902,901,903,904,903,904,902,904,907,907,901,904,906,904,905,900,898,901,898,896,894,898,900,896,891,894,896,898,899,903,899,897,898,897,895,896,895,895,897,898,898,898,895,895,896,897,892,891,889,887,889,885,884,882,886,888,890,887,889,891,889,885,881,878,877,879,878,880,879,881,879,875,876,876,875,873,871
15,31,47,63,79,95,110,126,143,159,176,192,209,226,242,258,275,291,308,325,342,359,376,393,410,426,443,460,477,495,512,529,547,564,581,598,615,632,649,666,683,700,717,734,751,767,785,802,820,838,855,873,889,906,923,940,957,973,991,1008,1026,1043,1060,1077,1095,1112,1129,1147,1164,1180,1197,1214,1231,1249,1267,1284,1301,1319,1336,1353,1370,1388,1405,1422,1440,1456,1473,1490,1507,1525,1542,1559,1576,1594,1611,1628,1646,1663,1680,1697,1715,1731,1748,1766,1783,1801,1818,1835,1852,1869,1887,1905,1922,1939,1956,1974,1990,2007,2024,2042,2059,2076,2094,2111,2129,2145,2163,2180,2198,2215,2232,2249,2266,2283,2300,2318,2335,2353,2371,2388,2405,2422,2439,2456,2473,2491,2508,2526,2543,2561,2578,2596,2613,2630,2647,2664,2681,2699,2716,2733,2749,2767,2783,2800,2817,2834,2852,2869,2886,2903,2920,2938,2955,2972,2989,3007,3024,3041,3059,3075,3093,3111,3128,3145,3161,3179,3196,3214,3231,3248,3265,3282,3299,3316,3333,3350,3368,3385,3402,3418,3436,3452,3469,3486,3503,3521,3538,3555,3572,3588,3606,3622,3639,3656,3673,3689,3707,3724,3741,3758,3775,3791,3808,3825,3841,3857,3875,3893,3909,3926,3943,3960,3977,3994,4012,4029,4046,4063,4080,4097,4115,4131,4148,4165,4182,4199,4216,4232,4249,4266,4283,4300,4317,4335,4351,4368,4385,4402,4419,4437,4454,4471,4489,4507,4524,4542,4559,4576,4593,4610,4627
1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1295,1295,1295,1295,1294,1292,1289,1290,1292,1290,1292,1292,1282,1289,1285,1287,1286,1281,1283,1283,1279,1276,1281,1282,1280,1280,1284,1276,1276,1278,1272,1269,1268,1266,1266,1269,1271,1269,1261,1257,1254,1257,1261,1261,1259,1260,1261,1257,1263,1252,1253,1248,1249,1249,1253,1242,1237,1239,1240,1241,1242,1246,1241,1245,1231,1234,1231,1241,1239,1237,1237,1238,1236,1240,1234,1231,1231,1230,1225,1223,1220,1225,1216,1210,1219,1217,1221,1218,1215,1221,1217,1212,1227,1216,1225,1217,1217,1219,1220,1230,1219,1216,1218,1222,1218,1219,1219,1225,1216,1206,1212,1215,1199,1198,1194,1196,1201,1195,1194,1195,1195,1202,1203,1205,1206,1210,1207,1199,1198,1191,1196,1199,1201,1203,1208,1202,1198,1185,1181,1177,1168,1163,1174,1183,1179,1191,1183,1180,1183,1179,1172,1167,1164,1160,1166,1160,1159,1157,1153,1161,1159,1150,1150,1153,1153,1145,1135,1140,1149,1140,1137,1131,1127,1127,1135,1139,1142,1147,1151,1140,1127,1135,1133,1132,1130,1126,1131,1136,1128,1125,1130,1124,1117,1123,1126,1124,1132,1128,1128,1133,1128,1131,1128,1129,1124,1110,1108,1114,1108,1124,1121,1113,1117,1119,1122,1103,1111,1116,1126,1122,1124,1120,1109,1109,1107,1106,1106,1104,1099,1103,1100,1101,1106,1105,1103,1113,1102,1102,1098,1094,1099,1113,1119,1111,1108,1105,1104,1113,1107,1099,1104,1101,1092,1086,1087,1091,1092,1083,1083
